temperature_max,cumul_pluie_24h,humidite_relative_air,vent_soutenu,pression_atmospherique,anomalie_niveau_mer,jours_sans_pluie,humidite_des_sols,flood_risk,drought_risk,hurricane_risk
29.38038381876838,443.439167964553,95.46052043589046,134.3400121125174,959.8564380604996,3.283419105971059,0.0,95.72128610553908,1,0,1
47.00095942686048,0.8868283976546623,9.544774435695537,19.288836597760557,1014.9737927727518,-0.012154969869272753,105.79972789464779,11.371316101280607,0,1,0
27.96953563905449,0.3853857352782737,44.62868476202644,20.704512609504846,1023.53731681787,-0.04064150163846156,1.6291267906907598,41.11379118104607,0,0,0
28.36230823748801,6.668512125159417,64.98034588173512,7.373296192996082,1016.051164664688,-0.06655097072886944,4.023821787484009,41.62435137090523,0,0,0
26.0126814356033,6.575284222735782,61.154961358790054,14.379186978324551,1008.1238320711122,-0.0638877848243342,0.6989849906382872,33.435902206079206,0,0,0
42.7370474028682,1.118414321490827,11.079001961252244,11.41747006675459,1018.4339821527578,-0.014202411874284615,79.02343724695635,12.801046099022491,0,1,0
42.75756246232465,1.567796418212827,18.28627080654775,14.427212262969972,1021.579772677483,-0.16619259410666515,32.72544877606326,1.3507179116346264,0,1,0
26.73403246634898,6.459780197202248,51.430636782894474,12.413161957093642,1011.243190362428,-0.16873344339580298,0.438249596580505,33.54017706361546,0,0,0
26.898475381259846,14.337803783179911,47.974460085751545,155.13911580638037,964.858444242796,0.13219338481988752,4.557762898336111,28.094534591809214,0,0,1
32.30462790149525,272.8372159100415,94.40963261053665,227.44010752368604,940.2434629621611,1.2533329634196673,0.0,88.3161480434122,1,0,1
18.548395187781974,4.038995797668956,67.75360355130391,12.508549269654246,1007.37375911406,0.06351509468144044,0.11401935514848749,58.75677639724336,0,0,0
20.00165172317179,262.9529767603441,89.46978802113908,24.809075085013642,997.1061618980648,0.2169285479640629,0.0,91.5836719045757,1,0,0
36.03616423382314,1.3444801860796234,10.624675676780166,14.473200310292384,1027.7518104710957,-0.08697254785271141,42.92891351470759,13.74017767706412,0,1,0
33.30555082138406,226.85555712908615,99.29349092604618,170.7461617426799,929.065019108252,1.7678952717028082,0.0,98.72087140097926,1,0,1
26.443498511085043,17.8158498175705,65.73786558791453,190.04195719461683,999.8648777814352,0.24387650027277127,6.616612631677611,34.9463091549484,0,0,1
33.05733709972645,5.2460369140203875,44.59852949873482,11.924257697471955,1020.0620571134243,-0.1107045682043488,1.5516183645004737,53.322145147235325,0,0,1
24.51432327368262,5.087637336859134,57.43349827662707,7.319434875846072,1012.8335195344528,0.09159025423560131,3.694920019577709,33.931732546719395,0,0,0
20.555430421997787,18.496168586240543,30.994379655450253,195.48463276737738,981.3687353509674,-0.016877614446673295,1.4033959706391264,36.76457277265215,0,0,1
14.515257724252786,85.70777087263608,82.1828799353147,11.650282767831767,997.1432444320707,-0.129457805947731,0.0,92.9615438589858,1,0,0
21.979231006614754,4.956791259027162,39.46649451990325,220.18526600070265,1006.0734173071774,0.7810134338480814,0.6655885695517816,43.77734655025807,0,0,1
17.718745102301742,5.6944016467587115,36.144535807682345,136.15462997580116,976.6605378318827,0.146722501998209,1.746414709358527,22.135277305087016,0,0,1
47.56886839752742,1.702263253644412,5.869501240255839,16.895852914110282,1030.8599653823735,0.05733549024752424,79.95149108438306,0.7388117989139098,0,1,0
29.51120371868746,5.450535130641983,69.38712041759779,11.532926564605345,1016.5258239812723,0.005246679835624363,3.894981772890645,34.036566252394415,0,0,0
19.31447611371133,165.26826160027073,82.79536821907914,1.7757317289683874,1008.1879683183978,0.645470042832837,0.0,90.51267715172692,1,0,0
31.351937496727437,2.0312130604129344,54.427312849002355,24.55238674353996,1014.1492976596975,0.17439345261677922,3.26293670280051,54.13175483841232,0,0,0
28.878275125639206,15.529217430783133,43.96308511904632,22.025962362548924,1015.9769251801068,0.18206461576468017,0.42246609411760117,58.078194681018786,0,0,0
33.52880440788421,478.41082512693214,88.8007503075878,227.02126000430286,902.266017590967,2.848497100072364,0.0,83.42582608185577,1,0,1
33.17662547147099,296.8612862301717,93.99390162283919,289.2469266315953,906.3275998177846,1.3513106977003315,0.0,81.75418023821537,1,0,1
25.635122059696638,13.042152947215516,48.11604822730527,7.843219821445791,1014.4845399202867,-0.01525225324523588,0.7389168627109582,58.083823901272325,0,0,0
26.601941564207863,9.587391282490806,45.05437893923305,244.24168780095314,995.2582912807736,0.3683640133780124,1.1847857721704136,54.021347167631305,0,0,1
30.84137048235645,6.73968587178501,48.860770760322694,0.0,1009.1108489279584,0.04396366060169936,4.5922094775777715,53.43882106294548,0,0,0
25.711858687278887,499.64189218969545,94.98527104159805,236.31340498847936,905.7216077640334,3.6911001966898755,0.0,80.57999006408939,1,0,1
24.504903369834764,0.7232542098939243,30.21719336514802,127.26605492834175,949.6767683346138,-0.05929446561495222,2.385528206273885,53.976353716922915,0,0,1
47.12563635296392,0.08030259909413284,9.035642214381108,21.05189607169813,1021.6660108212384,-0.18373982238274622,48.62555909293091,11.019316379027423,0,1,0
35.282628519224595,1.2326179398550656,5.847011031603342,13.036000193186258,1011.4873065318047,-0.007170300843151567,41.00652069890377,2.7529984332047848,0,1,0
37.11138505487407,1.8920489071161901,11.026852650294359,8.313262703863932,1028.2626309230493,-0.1331488172097255,142.8713291634622,2.22658484880087,0,1,0
24.764461248589733,1.9065627830841012,52.8370964104405,15.429794754966824,1012.1826728328217,0.03139082114575536,2.0439155471434853,36.52885580090886,0,0,0
23.360337607594484,263.18653859907704,91.31543800863842,18.056920701965467,1000.4434542803854,0.3370651298830764,0.0,89.74321227736064,1,0,0
19.33054939260515,315.7458203143105,97.72805773447416,24.104696574926432,1005.4305459105433,0.2659184837671591,0.0,96.99805616145755,1,0,0
24.250687447128495,4.565239854033857,45.189833355747815,24.274746967664566,1002.7637492289972,-0.033560736811864625,4.1358671226034325,55.69644070723675,0,0,0
15.332261196844696,398.54863122676386,95.44209782709171,14.232075835863007,1010.8370112775382,-0.012191670598888593,0.0,90.81762542745474,1,0,0
21.33687073290011,1.2872101038370165,69.67399008050816,10.14889499533012,1008.7587504466354,0.1335784336320233,0.7079794428438735,43.447368397630534,0,0,0
16.765053943145926,137.89652871387779,98.1420724431243,19.734818896630443,988.1625606155386,0.42749418053022425,0.0,92.3529631360238,1,0,0
31.707219989977332,359.6596200537098,95.05304883027033,257.85552232146694,904.3213090674137,2.0998251547978373,0.0,90.79054870523358,1,0,1
22.59744327282855,18.191044877426997,53.484957621479225,228.8548625923581,962.6832000320138,0.022240537353816314,3.9855250670154065,56.69350690206704,0,0,1
21.008008034047545,3.8854148353165034,49.22605217262358,6.08735412470396,1014.5320236976671,0.026203581207438105,3.5151673284944627,49.01309319207789,0,0,0
25.92816338493024,19.264224470987592,61.28020682952709,235.7732207093116,988.88238577065,0.5994593061495987,4.400886995273686,42.12415209645101,0,0,1
32.62066523926311,238.5971445252195,86.85804662296331,122.86147569243101,947.4137032561019,2.4690992254507176,0.0,99.71080338989853,1,0,1
21.979700373609532,5.877589091916276,67.74105001659666,18.255942987897374,1015.9099800409956,-0.16855973173848082,0.24349236156925635,33.27846873343674,0,0,0
32.69888295400201,119.58548392931169,88.51802725661948,232.5057695677193,950.6873397567423,1.0135003748189773,0.0,90.292586842327,1,0,1
38.46991352989783,1.7055622592638253,11.960628468190286,25.519863679191317,1018.842995386468,-0.29368380406201855,77.63280812974008,4.122375761326006,0,1,0
32.438925015855524,499.49734802670594,89.44543085516747,189.37614994374763,908.4558627362436,2.7246157888691007,0.0,99.95160074525835,1,0,1
17.73539574939101,196.9211082237227,81.34333337695534,25.22500825945472,1005.6560586641576,0.1261905504270435,0.0,94.51810397427695,1,0,0
39.4042980043145,1.7939935975459904,9.70194233761319,5.493958655323642,1020.4350888610403,-0.15227186961696804,119.0781539301572,8.861171912456491,0,1,0
36.69530767694838,0.46358704397326583,63.759232754241225,12.70637021730752,1018.2700819177725,0.06250852012481538,4.973508744675124,50.237924309370726,0,0,0
48.84842220063277,1.0254641286002226,13.659449857355344,17.9299560340076,1008.4394565651265,-0.18267050469168947,34.92949119658163,3.690999172574077,0,1,0
19.839108002746585,1.2124089863461311,41.81585352479608,8.595656767259895,1006.8945084093317,0.05585489592742235,1.9706288858904875,42.498288992074436,1,0,0
16.975827522270276,349.1851859887861,85.206970868305,31.84536253933162,983.3435974069725,0.0006722620193346796,0.0,95.2488753648822,1,0,0
20.642572724585786,128.1452836983917,80.94748040010964,14.88354610193194,1004.410534431535,0.33162381698102184,0.0,87.82482962217028,1,0,0
43.858656387327215,1.698870666179558,5.094827858237478,19.055661723982134,1027.4653707535783,-0.048370242789854904,122.75248657623408,12.832373126858785,0,1,0
20.741494321274097,16.263186916402258,42.73596471313839,224.37855422963952,983.9627676684895,0.44993305340875545,4.140260937892364,32.70542537454247,0,1,0
28.201724675511997,456.0077828470782,93.90745822042672,139.20546362247046,908.5463240196071,3.0792862807891046,0.0,83.45887872884155,0,1,1
27.312350746231346,10.724008262227505,54.871681194430266,154.54215281162453,970.3020782290622,-0.0500631077846293,2.94755193202763,46.544841866414075,0,0,1
18.182864658996994,12.215402664708366,52.14163360358446,170.25959831373982,986.0150473076932,0.4574662223210131,5.669377953193868,50.33688948739017,1,1,1
26.716358915354487,3.2010725270120908,60.47744794627661,14.861473157348406,1004.1278733210863,-0.04812411238654122,0.9977099644974519,55.76948581673142,0,0,0
20.309344466945266,10.340389736988584,59.6686564207894,212.99012084936115,985.4496151089278,0.5122876403607146,1.046150968047752,56.158931635121604,0,0,1
26.820827785503234,491.6898534829119,90.6571702053352,250.89813974772866,952.1933685143554,2.1838896644502466,0.0,86.38264977199331,1,0,1
22.34789018370371,3.9348436150126265,45.08823931532015,168.66397588003795,978.0463296246403,0.26731662532108696,6.845620733936773,33.57911016835611,0,0,1
19.533841691800433,4.04176203290956,37.43064539484349,187.50961621568248,968.3889685960371,0.19068254593213213,0.4517311698942639,39.25965361305123,0,0,1
24.03962174465258,8.315131638818468,66.30132391793857,19.294373473374336,1017.0912388918822,-0.11111049009175583,4.764995663839907,32.154664215086534,0,0,0
30.736402811035322,316.945760920882,87.47966985050937,165.79699194347663,907.3152583940463,3.555799473384396,0.0,91.68455720122437,1,0,1
32.1854072765863,182.72541100561267,99.12308285107149,139.33510438168022,954.3628748954411,1.3011869369494278,0.0,85.29079622302622,1,0,1
29.503523097070293,1.5170773247330485,66.23725419566715,7.535104812121276,1014.7898932068335,0.1363428712085699,1.2239825077507271,34.83762188555772,0,0,0
17.975098016699775,251.70176434466856,88.6912616939538,21.37637304338667,1005.9444871334141,0.38966481319463186,0.0,92.23046139379525,1,0,0
29.869367952884456,1.6656106469255572,67.50545222887587,16.229962924838066,1016.0281621495467,0.12003062582593216,2.0022562262263914,45.956582740382046,0,0,0
20.25788307811675,374.6130746475417,86.82774134763456,13.695051934973145,1021.1307214838893,0.20319397368546477,0.0,94.34063117482313,1,0,0
17.309964866954765,80.73880722775743,99.86736996822356,17.229315425346616,997.9127620876349,0.48487155143748684,0.0,86.93545085773063,1,0,0
20.159853383107826,4.365348543729489,59.79853903387836,4.414036162637533,1016.1670357725576,0.04633698060326869,1.7135682137747792,35.31706503747817,0,0,0
26.189412193027923,19.836154329952564,51.25655246388975,206.1648794890035,994.2085684489722,0.495854902134846,3.6633548855653633,49.540428507465144,0,0,1
21.102094087468352,12.941435962866503,43.694497332002165,173.9810198655223,990.0769195711937,0.20059865823999115,0.9172367905900669,46.69959692587032,0,0,1
22.66621396181177,10.61976626707278,47.40041131678442,7.463734455861997,1013.8756092792808,-0.02738505055462372,0.6932724811670976,38.50562299797687,0,0,0
34.279044146157204,344.0241931548695,88.82660396541071,233.18186862651396,918.4375932446945,3.9283851720751235,0.0,87.99352270327273,1,0,1
41.229540286651854,1.8718749988714518,22.07968752294458,9.150715760539848,1025.6833623360249,-0.0301433654628495,105.86430001378348,5.011669004381334,0,1,0
26.23404684338943,15.293344571239993,60.50360367850563,182.84905328983263,959.1097375106515,0.4944029132980267,6.448191943592905,31.572805444093383,0,0,1
33.507256343591806,167.0798078711124,85.112605492,177.61029037768077,947.5067111605166,3.5175215987029733,0.0,82.76658140232098,1,0,1
26.164888472385655,1.2331557546697025,58.59005577909584,10.528110770657232,1019.5640010389872,0.02437524804016479,0.6899875867395266,53.72213921687982,0,0,0
27.376710277905236,269.3981578718615,93.28277392838996,212.79704398949363,941.9116099198933,2.9580602046077655,0.0,99.84084011056109,1,0,1
31.302279115926613,2.3811073302690895,41.54257463670788,20.837724912160418,1009.7444090617936,0.07007231568595858,4.16060037640993,54.636923597935365,0,0,0
17.02297265367019,126.05078274513865,97.5813755931792,31.343021887938292,1000.2625757425388,0.3704068943605848,0.0,86.01277720281122,1,0,0
24.340078150003418,8.62839182014819,45.040025457336135,12.71895556778886,1004.4454115859266,-0.08942073519794774,2.694708831320934,54.57599637881941,0,0,0
30.386838256290147,400.1063951792932,91.97019456785995,186.53685997620394,912.5749841193971,1.625138024305045,0.0,95.02981621142791,1,0,1
29.72154302083691,496.155382944193,87.05816886685919,232.3889641934693,924.7972441768356,2.178754530091222,0.0,97.50168398108164,1,0,1
38.76165172597873,1.4694502615611598,16.328413016192894,6.879530780931614,1032.1118001807665,0.08017419477471466,33.189331799675,0.7418870571902353,0,1,0
32.866008998278375,324.4892271560177,90.78054221285655,169.26182965982898,931.2991502312279,1.944248855693143,0.0,91.28190274094446,1,0,1
25.6746037488199,3.439207038740457,65.61055847294475,178.10822841599656,993.7228618980627,0.14866917672004945,0.5948669218334002,28.607130985148743,0,0,1
19.528110772179634,4.839124990807414,45.284148975192394,14.775848489482339,1011.0773204795792,-0.0674212461724509,1.803793432591268,31.65811228503683,0,0,0
29.590281194953914,1.9966211435358039,34.29611825154309,134.92972854634118,947.4270815692987,-0.03907179485962056,8.523823179302664,50.1708605975157,0,0,1
21.68682394133246,383.56655958804515,91.53721916995185,26.315897323326958,998.3156850430123,0.07544631354580097,0.0,92.47959320314473,1,0,0
27.884878884098022,1.0067106593132549,65.98433818993061,3.3742748183977818,1021.1605842823656,-0.05309765045557148,2.157595018436773,48.99447546434128,0,0,0
26.45378730666175,227.78173166391946,93.17506819633402,11.781619822514404,1000.2141571973439,0.45489894077307425,0.0,90.67889181339596,1,0,0
23.488884113968417,8.459258328345278,47.72267087036114,7.561653701535432,1016.8699861505601,0.06502490055783643,3.344738294957898,31.577279709691663,0,0,0
22.03148697846436,1.984535728113428,56.88004041495799,13.756659575686143,1016.9784987043041,-0.21706154097954117,2.4820874121965413,43.972723210717646,0,0,0
21.333188435394007,166.5093722237848,83.21176625169838,14.731437696692428,981.9718241596497,0.3515280841842321,0.0,99.48123930222603,1,0,0
19.22796190636978,2.0221233187116994,62.438516089596874,181.41597840405743,974.4634600117454,-0.2961417019969083,6.072114304940721,36.99917542664406,0,0,1
27.463716921698406,221.51864736397764,98.11501384502219,122.21712602238445,931.1940749337598,2.3910271440445032,0.0,93.8025353915692,1,0,1
29.972379081723698,1.085013232680647,46.429792085649595,14.833468809616232,1019.4993867263324,-0.18779887659659078,0.48405074652485724,58.41959387188813,0,0,0
48.23455803631222,1.2684688679334566,13.580522427148253,15.674411228431513,1023.5688506003639,-0.15267153919462084,149.2251596144217,14.38061288957901,0,1,0
27.60619437289991,20.6805300670859,43.52513146757805,20.266995826122297,1021.9980642395215,0.04661776621973108,2.6744907648793523,57.472345736361284,0,0,0
20.07437331174927,3.7872698334570765,41.44189207361581,246.14259870605517,997.5215591320426,0.4491269920343746,7.0784389440144775,53.200767166361125,0,0,1
30.374431427038502,317.3982380319443,98.4838236448077,291.3922940296008,942.4315739699393,2.4488151684153516,0.0,89.1280771580369,1,0,1
26.98333091660261,10.16987551035685,67.92053465633862,26.454149388059754,1011.1505306644407,0.04622124890106247,1.029098965065038,59.27208073168981,0,0,0
23.63667602805644,0.49325846239753496,41.89985436107674,9.517091290185245,1019.8179508202563,0.02559068501042229,2.6860944184717,48.77968670097242,0,0,0
20.413776934508643,1.811581170708787,39.037158316671295,179.15961765360245,994.8390564291358,0.20560443740517534,7.7077321366537,41.6190676868302,0,0,1
22.724228037746936,311.01016944405643,83.3774608322543,17.123821131968732,995.0501267718996,0.12636131387184402,0.0,92.46471553548068,1,0,0
24.767093152956676,214.96514006865962,81.33651509402925,9.126025901426244,1018.9272063916617,0.2711944679890647,0.0,85.76250192922716,1,0,0
27.72815095373799,1.9677439211022587,63.452711427218354,28.663371152171234,1011.3420339638342,0.22995890930373195,3.1553272143594375,40.4302090450771,0,0,0
23.50528817318059,241.84394071767719,94.73146186231466,6.370584763257113,987.3380138421309,-0.05352442258787621,0.0,86.96732753777064,1,0,0
35.868798516266466,7.630815676637922,44.632692640664274,27.02784880657098,1016.566979575095,0.05633130735164247,4.41412783017039,52.81638068189601,0,0,0
25.318662069355454,2.2060366509333904,43.818285949871175,11.44363282465768,1005.8692747637981,-0.03536147416136444,2.4056155088157487,53.46633585803385,0,0,0
31.659690228958862,0.86587682835053,54.024536182857155,20.08601228784218,1003.807446128323,-0.0043133589640907445,1.5692338605582328,38.18412990437507,0,0,0
25.95726439179854,3.664798480927369,54.93795558366663,11.629679461354414,1004.9456648799791,-0.12680139168439972,3.0675824236491605,56.69338399619606,0,0,0
